,loan_paid_back,education_level,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,income_to_loan_ratio,utilization_ratio,education_encoded,employment_encoded
12589,1,Bachelor's,3754.19,Employed,0.22,606,16850.48,10.37,36,546.65,10,44313.92,31230.26,2,0,3,2.67353096172928,8.457006737386356,0,0
12590,1,Bachelor's,1227.18,Employed,0.34,692,10917.26,12.72,36,366.38,10,25332.55,16871.07,2,0,3,1.3488879077717302,7.991806588756363,0,0
12592,0,Master's,4966.95,Unemployed,0.14,666,30275.39,11.23,60,661.74,8,93009.78,42204.88,2,0,4,1.9687079175528372,5.445218341555049,2,4
12593,1,Bachelor's,3320.77,Employed,0.15,673,17453.71,11.06,36,571.91,9,37444.91,28259.47,1,0,2,2.2831386564804848,9.056334759517382,0,0
12595,1,Master's,1233.92,Self-employed,0.22,787,11976.29,8.47,36,377.9,8,24115.95,7013.87,1,0,1,1.2363628469250494,3.490073582006929,2,2
12596,1,High School,2008.69,Employed,0.11,635,8878.18,13.9,36,303.0,6,18585.66,12797.0,2,0,2,2.715002399140364,8.262499152572467,1,0
12597,1,High School,3091.78,Employed,0.13,675,11507.49,14.16,60,268.71,8,58888.67,7778.99,2,0,2,3.2241053435631923,1.5851585712497838,1,0
12598,1,Master's,2111.12,Employed,0.21,594,21189.27,11.77,36,701.46,4,37999.9,7799.58,1,0,2,1.1955787056373344,2.463031744820381,2,0
12599,1,Bachelor's,4885.32,Employed,0.17,676,8710.87,10.97,36,285.06,7,82575.63,54486.44,1,0,2,6.729963826804899,7.918041678882741,0,0
12600,1,Master's,4119.65,Employed,0.06,630,17695.84,16.44,36,625.98,3,63912.36,58736.39,1,0,2,2.793639635078075,11.028174831910446,2,0
12601,0,High School,6233.02,Unemployed,0.21,669,11164.97,9.64,60,235.25,5,84181.18,44090.7,2,0,4,6.699188622987792,6.285115034025419,1,4
12602,1,Master's,3358.17,Employed,0.15,764,27619.4,9.93,60,585.88,8,44844.28,25647.26,2,0,3,1.459048350072775,6.863018427322281,2,0
12603,1,High School,1659.65,Unemployed,0.05,762,12443.61,9.3,36,397.44,7,30211.19,3512.45,1,0,1,1.6004841038894664,1.395158548868813,1,4
12604,1,PhD,2517.04,Self-employed,0.09,599,2440.8,14.65,60,57.62,4,21371.57,16177.15,1,1,1,12.374827925270402,9.083366360075559,4,2
12605,1,Master's,4285.94,Employed,0.35,825,28226.47,7.56,36,878.8,2,52566.43,2805.97,5,0,5,1.8220939423172644,0.6405540570284115,2,0
12606,0,Bachelor's,2487.4,Employed,0.29,780,2642.1,11.03,36,86.54,4,31761.96,22611.9,3,0,4,11.29737708640854,8.543011829244797,0,0
12607,1,Bachelor's,3239.43,Self-employed,0.06,606,12916.72,14.93,36,447.32,6,30410.43,20326.2,4,0,5,3.0095225413262807,8.020748144633274,0,2
12608,0,Bachelor's,2309.83,Employed,0.23,680,500.0,11.32,36,16.45,5,41223.52,33590.93,2,0,2,55.435919999999996,9.778183910544273,0,0
12609,0,High School,4113.99,Student,0.24,694,24068.41,12.75,36,808.06,7,72051.35,31171.01,1,0,2,2.051148372493239,5.191465808760002,1,3
12610,0,Bachelor's,4166.64,Employed,0.19,615,17332.75,12.71,60,391.8,8,50264.09,36037.5,0,0,0,2.8846940041251394,8.603557728788088,0,0
12612,1,Other,1138.18,Student,0.18,754,18614.2,10.97,36,609.14,8,16666.37,13631.91,0,0,1,0.7337495030675505,9.815149909668392,3,3
12613,1,Master's,3663.66,Employed,0.11,699,21627.96,12.83,36,726.96,5,70440.13,27535.4,4,0,4,2.03273540361643,4.690860167350628,2,0
12615,1,Master's,6204.33,Employed,0.17,725,5719.23,12.21,60,127.83,5,86335.87,54673.46,2,0,3,13.01782932317812,7.599176564734913,2,0
12617,1,Bachelor's,1598.81,Employed,0.3,660,20082.07,13.54,60,462.5,5,18506.55,4192.59,4,0,4,0.9553656570263923,2.718555322304806,0,0
12618,1,Bachelor's,3130.97,Employed,0.19,687,17696.3,11.64,36,584.73,6,59679.71,3688.73,2,0,4,2.123135344676571,0.741705346758555,0,0
12619,1,Other,1316.09,Employed,0.13,567,13865.76,12.5,36,463.86,7,15889.31,13075.6,2,0,2,1.1389985114411325,9.875016599210413,3,0
12620,1,Bachelor's,1810.3,Employed,0.19,546,2672.78,12.43,36,89.32,7,31352.48,17955.42,1,0,2,8.127717208299972,6.8723443887054545,0,0
12621,1,High School,7037.62,Employed,0.05,730,16990.24,11.98,36,564.16,6,122771.36,20586.06,1,0,1,4.970585465537861,2.0121363809930917,1,0
12622,0,High School,1502.57,Employed,0.4,626,17899.5,11.69,36,591.87,3,20852.62,8803.26,2,0,2,1.007337635129473,5.065987871068479,1,0
12623,1,Bachelor's,2514.5,Employed,0.11,602,18768.81,16.86,36,667.85,1,39862.96,5079.41,1,0,2,1.6076671882767206,1.5290615649214208,0,0
12624,0,High School,1729.77,Employed,0.31,578,4067.0,17.65,60,102.5,7,27340.22,3654.05,1,0,1,5.103820998278829,1.6038129905318979,1,0
12625,1,Master's,3597.9,Employed,0.2,584,1261.12,12.82,36,42.38,6,50950.23,4810.52,4,0,6,34.23528292311597,1.1329927264312645,2,0
12626,1,Bachelor's,1246.7,Employed,0.08,720,26665.78,10.7,60,575.8,7,23019.18,1246.2,0,0,0,0.5610336543690079,0.6496495531117964,0,0
12627,1,Bachelor's,3033.79,Employed,0.1,677,15177.78,13.9,36,518.0,5,29213.67,8460.23,3,0,3,2.398603748374268,3.4751799414452207,0,0
12628,1,Master's,5222.93,Self-employed,0.17,660,8994.56,12.28,60,201.35,3,94961.5,80663.37,3,0,4,6.968118507186567,10.193188186791488,2,2
12629,1,Bachelor's,2448.63,Employed,0.06,755,14049.74,11.65,60,310.05,7,45852.22,6622.62,2,0,3,2.091395285606709,1.7332081194760036,0,0
12630,1,Master's,6786.53,Unemployed,0.07,723,6263.73,13.58,60,144.39,8,108168.84,100324.14,2,0,3,13.001575738417845,11.129727193154702,2,4
12631,1,Master's,4099.66,Employed,0.14,763,19414.34,8.15,36,609.72,4,59895.74,28602.15,1,2,3,2.5339990955139347,5.7303875033516585,2,0
12632,1,Master's,2463.24,Employed,0.32,687,18848.99,11.02,60,410.01,6,24793.32,21006.04,0,0,1,1.5681943700962224,10.166951420785923,2,0
12633,1,Master's,1978.46,Employed,0.21,680,3010.32,9.87,36,96.95,4,28211.7,5906.53,2,0,3,7.886709718568126,2.5123746530694713,2,0
12634,1,Master's,5567.47,Retired,0.01,743,500.0,12.02,36,16.61,2,63245.21,15667.4,0,0,1,133.61928,2.972696272176185,2,1
12635,1,Bachelor's,2506.1,Employed,0.17,600,22850.75,12.9,60,518.76,9,45557.46,7446.62,2,0,3,1.3160705884927189,1.9614666840513058,0,0
12636,1,Other,2812.9,Employed,0.11,654,17127.08,14.26,36,587.53,2,44226.13,18835.78,3,0,3,1.970843833274557,5.110765061288428,3,0
12638,1,Other,5618.82,Employed,0.2,684,29174.23,9.51,36,934.67,5,85533.53,67401.62,0,1,0,2.3111437731175766,9.456168124944686,3,0
12639,1,High School,1882.13,Employed,0.09,650,17580.75,15.71,36,615.57,4,22649.98,6861.87,2,0,2,1.2846755684484452,3.6354310246631565,1,0
12640,1,High School,3201.98,Employed,0.06,769,22098.99,12.72,36,741.63,3,44444.59,15404.52,3,0,4,1.7387111356672862,4.159206778597801,1,0
12641,1,Master's,5488.31,Self-employed,0.05,757,9360.51,11.21,36,307.38,5,45127.75,13690.66,0,1,1,7.035911504821852,3.6405076698926933,2,2
12642,0,Bachelor's,2046.14,Self-employed,0.31,683,1545.57,11.69,36,51.11,6,20159.5,1662.12,3,0,4,15.886488479978262,0.9893816810932811,0,2
12643,0,Bachelor's,7122.53,Employed,0.35,692,18362.88,12.98,36,618.54,1,68442.76,32061.23,0,0,1,4.654518245503973,5.621263081734285,0,0
12644,1,High School,3954.6,Self-employed,0.42,589,5499.89,14.16,36,188.4,4,28098.59,20213.24,3,0,4,8.628390749633173,8.632421769206212,1,2
12646,1,High School,2566.67,Employed,0.19,663,4540.65,14.11,36,155.43,6,38920.56,35045.67,1,0,2,6.783178619801131,10.805292626827569,1,0
12647,1,High School,4285.92,Employed,0.16,712,20073.6,10.34,36,650.93,9,74684.42,20277.07,1,0,2,2.562123385939742,3.2580401642002443,1,0
12648,1,Bachelor's,1966.17,Employed,0.02,700,11053.94,12.45,36,369.53,7,19708.71,6015.43,0,0,0,2.1344461793713374,3.662601966338741,0,0
12649,1,Master's,2868.78,Retired,0.09,703,2761.05,10.53,60,59.39,2,50808.84,47577.14,2,0,2,12.468213179768565,11.236739118625813,2,1
12650,1,Master's,2124.66,Self-employed,0.25,656,8384.98,12.38,36,280.03,6,21436.62,1229.69,4,0,4,3.040665571056818,0.6883678490359022,2,2
12651,1,Bachelor's,5621.89,Self-employed,0.17,670,8920.48,12.13,36,296.84,6,74641.92,28470.08,4,0,5,7.5626737574659675,4.5770655417223995,0,2
12652,0,Other,1133.34,Employed,0.41,648,26853.22,13.38,36,909.71,2,18840.18,14890.63,1,0,1,0.5064599329242451,9.484387091843072,3,0
12653,1,Bachelor's,555.05,Employed,0.23,660,21085.03,12.08,60,469.88,5,12125.17,11373.14,1,0,1,0.3158923653416666,11.25573332167714,0,0
12654,1,High School,3596.43,Self-employed,0.07,750,18507.16,8.54,36,584.57,4,56337.82,20179.85,2,0,2,2.3319169445771255,4.298323932306929,1,2
12655,1,Other,3156.97,Employed,0.15,555,33394.16,15.99,36,1173.87,5,26953.37,19909.04,0,0,0,1.1344390755748908,8.863770281786657,3,0
12656,1,Bachelor's,1908.26,Employed,0.11,667,2820.05,12.72,36,94.64,3,18663.76,13606.03,2,0,3,8.120111345543517,8.748095774913525,0,0
12657,0,Other,3224.34,Unemployed,0.09,618,11392.5,14.14,36,390.14,1,39866.04,27075.08,0,0,1,3.396276497695853,8.149817739609954,3,4
12658,1,Bachelor's,937.78,Employed,0.16,718,12404.14,13.14,60,283.12,5,17638.37,2911.01,1,0,1,0.9072261357901475,1.9804619134307764,0,0
12659,0,Master's,7771.79,Self-employed,0.21,715,22632.41,13.89,36,772.31,8,115248.21,21620.89,1,0,2,4.1207047769106335,2.2512339237199432,2,2
12660,1,High School,1889.02,Retired,0.13,704,23954.22,12.24,60,535.76,6,18367.07,16836.63,0,0,0,0.9463150960457071,11.00009745702499,1,1
12661,0,Master's,5654.54,Retired,0.48,662,23873.61,14.65,36,823.5,6,68534.51,27267.76,3,1,3,2.842237935527974,4.7744285324284075,2,1
12662,1,High School,1517.48,Employed,0.14,692,13794.84,15.96,36,484.71,9,33865.12,16709.41,0,0,1,1.3200414067868858,5.920927491176761,1,0
12663,1,High School,1347.81,Retired,0.29,711,19722.85,10.8,60,426.86,7,29508.32,8239.56,3,0,3,0.8200498406670436,3.3507404013512123,1,1
12664,1,High School,1722.18,Employed,0.11,739,8107.76,11.51,36,267.4,2,32221.04,16567.78,1,0,1,2.54893583431182,6.170296179142572,1,0
12665,1,Bachelor's,3103.17,Employed,0.11,539,10693.32,17.35,36,383.11,6,38971.68,15792.91,1,0,3,3.4823646912277946,4.862888127994482,0,0
12666,1,High School,5206.21,Employed,0.07,628,34445.89,14.89,60,817.48,8,76867.42,20476.32,2,0,2,1.8137002701918865,3.1966188015676864,1,0
12667,1,Other,7785.98,Self-employed,0.12,714,19085.32,6.89,36,588.34,3,122428.19,37286.92,2,0,4,4.895477780828406,3.6547386676222198,3,2
12668,1,Master's,5764.88,Employed,0.05,644,22736.84,15.61,36,794.99,2,78853.56,15033.68,0,0,0,3.0425758372755403,2.2878378604593124,2,0
12669,1,Master's,1298.22,Employed,0.52,719,4642.47,9.17,60,96.75,6,21083.6,14402.74,2,0,4,3.35567919663455,8.19750327268588,2,0
12670,1,Master's,2690.21,Employed,0.23,681,33951.21,13.68,36,1155.1,4,29277.87,22785.65,0,2,0,0.950850352608935,9.339060525919407,2,0
12671,1,PhD,2246.81,Employed,0.06,828,500.0,10.84,60,10.83,3,33805.9,30034.18,0,0,1,53.92344,10.66116151322698,4,0
12672,0,Master's,2880.56,Employed,0.34,581,36183.57,14.15,36,1239.31,7,30097.28,2068.74,4,0,5,0.9553153544550745,0.8248213792076892,2,0
12673,1,Other,3803.02,Employed,0.21,604,7455.57,16.06,36,262.34,3,26863.01,23317.84,2,0,3,6.1210933570471475,10.41633383600721,3,0
12674,1,Other,1904.37,Self-employed,0.12,755,5989.63,11.19,36,196.63,8,24438.64,8265.22,1,0,1,3.8153341692224725,4.058435330280244,3,2
12676,1,High School,2342.71,Employed,0.14,745,17976.25,11.57,60,395.98,3,35064.32,27356.04,0,0,0,1.5638701063903762,9.362009016572971,1,0
12677,1,Bachelor's,4741.9,Employed,0.06,704,19931.54,11.11,60,434.45,8,36897.03,25593.13,0,0,1,2.854912365025482,8.323639057127362,0,0
12678,1,High School,1260.36,Employed,0.26,662,5005.94,10.73,36,163.25,7,26070.66,2625.98,2,0,2,3.0212747256259567,1.208705878562338,1,0
12680,1,Master's,4528.26,Employed,0.1,698,6076.45,9.57,36,194.85,3,41193.06,26828.45,3,0,3,8.942576668943216,7.815428132797128,2,0
12681,1,Bachelor's,2531.41,Employed,0.19,699,20736.47,9.04,36,659.8,4,48194.92,42187.05,1,0,1,1.4649031392517626,10.504107071865667,0,0
12682,1,Bachelor's,3744.05,Employed,0.2,556,26465.23,16.14,36,932.27,6,59498.28,34933.12,6,0,6,1.6976463080048807,7.045538795407196,0,0
12683,0,Other,3920.76,Student,0.34,757,12855.37,11.02,60,279.64,1,58661.5,26503.62,3,0,3,3.6598806568772426,5.421672476837449,3,3
12684,1,Bachelor's,3397.34,Employed,0.12,596,500.0,12.71,36,16.78,4,54311.76,18438.67,1,0,1,81.53616000000001,4.073961882288476,0,0
12685,1,Bachelor's,2567.7,Employed,0.23,818,18281.68,10.54,36,594.54,5,29436.79,2473.08,0,0,1,1.6854249718844219,1.008158837971124,0,0
12686,1,High School,1421.69,Employed,0.11,572,5604.42,17.38,36,200.87,6,27329.22,4034.09,3,0,3,3.0440759257871464,1.7713304660725773,1,0
12687,1,Bachelor's,7802.38,Employed,0.21,806,22560.18,10.26,36,730.71,4,91263.06,40471.92,0,0,0,4.150169014608926,5.321573043901881,0,0
12688,1,High School,3388.08,Employed,0.21,595,500.0,10.77,60,10.81,9,35323.91,28185.91,0,0,1,81.31392,9.575126875818672,1,0
12689,1,High School,1912.84,Employed,0.2,650,11850.51,14.52,60,278.95,6,25026.16,13067.05,0,0,1,1.9369698012996908,6.2656276472299375,1,0
12690,1,High School,2569.34,Employed,0.21,518,3687.52,13.47,36,125.08,3,43605.65,21433.87,4,0,4,8.36119668503493,5.898465909807559,1,0
12691,0,Master's,6101.74,Unemployed,0.15,545,11386.94,16.27,36,401.85,5,74821.44,5615.98,1,0,2,6.4302507960874475,0.9007011893917036,2,4
12692,1,Master's,6336.32,Employed,0.25,622,16950.72,13.23,36,573.02,2,90426.71,72533.11,1,0,2,4.485699722489664,9.625444959791194,2,0
12693,1,Bachelor's,2550.53,Self-employed,0.15,751,30248.47,15.15,60,721.99,1,18542.7,6495.41,1,0,1,1.011831672808575,4.203536701774822,0,2
12694,0,PhD,2176.1,Employed,0.16,586,20305.05,15.63,36,710.16,7,24454.85,18346.29,2,0,2,1.2860446046673117,9.002528332825596,4,0
12695,1,High School,2261.27,Employed,0.16,739,32741.97,11.22,60,715.49,4,27204.61,4751.58,2,0,2,0.8287601509622053,2.095930064794165,1,0
12696,0,Bachelor's,5644.12,Unemployed,0.15,740,8586.46,8.97,60,178.12,8,63394.66,52604.55,1,0,1,7.887935190986741,9.95753585554367,0,4
12697,1,High School,6595.77,Employed,0.07,734,15250.25,13.83,36,519.96,7,117035.56,87532.57,0,0,0,5.190029015917772,8.974971709453094,1,0
12698,1,PhD,2594.32,Employed,0.16,844,23901.8,10.65,36,778.56,2,27559.2,17139.08,1,0,3,1.3024893522663568,7.462805886963338,4,0
12699,0,Bachelor's,4438.4,Unemployed,0.27,644,17247.5,11.86,36,571.71,4,36230.69,15281.42,4,0,4,3.0880301492969995,5.061373106612101,0,4
12700,1,High School,2489.93,Employed,0.21,718,10591.28,12.76,60,239.68,4,22017.05,19818.0,2,1,3,2.821109440974084,10.801447060346414,1,0
12701,1,High School,1337.09,Self-employed,0.26,576,2908.78,13.29,36,98.42,4,20864.65,12783.06,2,0,2,5.516085781667915,7.351991047058062,1,2
12702,1,Master's,4352.55,Employed,0.01,665,2749.47,7.85,36,85.97,8,70698.0,9947.87,3,0,3,18.99660661873016,1.6885122634303658,2,0
12703,0,High School,2748.17,Employed,0.12,589,17113.33,16.9,36,609.29,3,39353.23,26342.97,3,0,3,1.9270381626486486,8.032774946300469,1,0
12704,1,Other,2785.89,Employed,0.24,589,13366.93,14.94,36,462.98,3,43088.29,38851.12,2,0,2,2.5009991074988798,10.819956883877268,3,0
12705,1,Bachelor's,4896.03,Student,0.19,759,12176.45,11.29,36,400.32,4,47217.11,34251.78,3,0,3,4.825081201828119,8.704924126021266,0,3
12706,0,High School,1357.29,Unemployed,0.46,681,5353.42,12.49,60,120.41,6,25098.56,11714.61,2,0,2,3.042443895677903,5.600931686917496,1,4
12707,1,Bachelor's,845.16,Employed,0.13,743,7734.49,11.12,60,168.63,2,9267.51,7692.31,0,0,2,1.3112590487543458,9.960358283940346,0,0
12708,0,Bachelor's,3771.56,Unemployed,0.18,663,16564.43,13.28,36,560.36,6,69083.07,17794.35,1,0,2,2.732283573899011,3.0909483322035336,0,4
12709,0,Bachelor's,8354.1,Employed,0.19,707,686.34,10.67,36,22.36,4,106234.61,83497.08,1,0,1,146.06346708628377,9.431624590140633,0,0
12710,1,Bachelor's,5403.92,Employed,0.03,850,5153.35,5.05,36,154.57,4,62111.89,20470.79,0,0,0,12.58347288656893,3.9549509763750548,0,0
12711,1,Bachelor's,1915.13,Unemployed,0.09,770,500.0,8.61,36,15.81,4,24893.23,9248.11,2,0,2,45.96312,4.4581325926768045,0,4
12712,1,Bachelor's,3576.41,Self-employed,0.08,608,5255.84,15.15,36,182.58,7,48849.54,9797.95,0,0,0,8.165568206033669,2.4068885807317737,0,2
12713,1,High School,4125.05,Employed,0.63,735,32528.46,8.43,60,666.27,5,77250.08,10596.94,3,0,3,1.521762788647234,1.646124897216935,1,0
12714,0,Bachelor's,4254.38,Employed,0.03,635,18016.58,13.71,60,416.51,5,81545.57,61616.22,4,0,4,2.8336432330664305,9.067256995076495,0,0
12715,1,Bachelor's,2118.87,Employed,0.07,676,17986.23,13.14,36,607.24,7,35274.02,5750.88,2,0,2,1.4136614510100227,1.9564132469165694,0,0
12716,1,Bachelor's,2107.32,Employed,0.08,816,14974.71,12.48,36,500.81,6,35261.86,5480.14,1,0,2,1.6887031535168298,1.864952104058039,0,0
12717,1,High School,750.7,Employed,0.21,626,15062.88,13.74,60,348.46,9,19665.4,9640.67,2,0,3,0.5980529619833659,5.882821605459335,1,0
12718,0,Master's,3459.91,Self-employed,0.18,683,5065.81,9.28,36,161.75,7,45584.16,13882.5,5,0,7,8.19590943995136,3.65455895205703,2,2
12719,1,Bachelor's,4785.96,Student,0.2,756,10500.67,13.82,36,357.97,2,58403.18,53871.59,1,1,2,5.469319576750817,11.068902070058513,0,3
12720,1,High School,5422.49,Employed,0.14,663,14564.83,11.3,36,478.91,3,92611.28,21303.48,1,0,1,4.467603123414417,2.76037389829835,1,0
12721,1,Bachelor's,1557.46,Self-employed,0.05,686,5427.19,13.02,60,123.54,2,21511.13,5654.85,1,0,1,3.4436826423987372,3.154562312626069,0,2
12722,0,Other,2911.4,Unemployed,0.28,700,13348.64,11.44,36,439.8,3,26328.16,15271.09,7,0,7,2.6172553908113487,6.960345120965537,3,4
12723,1,High School,2864.11,Employed,0.06,652,18100.43,13.61,36,615.21,5,41228.43,2322.78,1,0,2,1.8988123486569104,0.6760713420326702,1,0
12724,0,Master's,1806.41,Employed,0.21,718,10857.12,9.19,36,346.21,5,27159.54,12560.53,1,0,1,1.996562624342367,5.549665421432028,2,0
12725,0,Bachelor's,5637.84,Unemployed,0.08,666,32034.79,14.12,36,1096.74,7,93763.2,11613.21,1,0,3,2.1118939752687624,1.4862816115490938,0,4
12726,1,Bachelor's,3019.95,Employed,0.03,799,24484.53,10.0,36,790.05,6,53121.48,44785.94,0,0,0,1.4800937571601331,10.117023847980139,0,0
12727,1,Bachelor's,2232.44,Employed,0.08,629,14423.3,11.98,36,478.92,11,34153.53,1790.08,0,0,0,1.8573613528110766,0.6289528490905625,0,0
12728,0,Bachelor's,5974.31,Student,0.1,664,20962.24,16.1,60,510.88,3,79004.3,22570.08,4,0,4,3.4200409879860167,3.4281799851400496,0,3
12729,0,High School,4389.72,Unemployed,0.09,646,10151.24,9.77,36,326.46,3,42489.66,32480.99,2,0,2,5.18918279934274,9.173334877238368,1,4
12730,1,PhD,2014.11,Employed,0.25,649,20520.67,13.78,36,699.16,7,21197.08,5240.53,1,0,1,1.177803648711275,2.9667463631783244,4,0
12731,1,Master's,1062.1,Employed,0.06,555,5002.69,12.11,36,166.42,5,18615.27,8777.78,4,0,4,2.5476693538876085,5.658438475509622,2,0
12732,1,Bachelor's,1900.43,Employed,0.08,704,7521.67,14.58,36,259.2,5,27698.23,15193.64,2,0,2,3.031927750087414,6.582502925277175,0,0
12733,1,Bachelor's,3219.45,Unemployed,0.13,749,2758.69,11.01,60,59.99,5,27504.06,8604.19,1,0,2,14.004255643076965,3.7540014092464893,0,4
12734,0,Bachelor's,2224.8,Employed,0.31,632,22157.01,14.07,60,516.36,9,45562.34,11472.8,4,0,5,1.2049279212312494,3.0216534093727403,0,0
12735,0,Master's,1485.62,Employed,0.34,650,8188.64,14.38,60,192.15,4,26713.48,9539.47,1,0,3,2.1770941206354166,4.285238763350937,2,0
12736,1,High School,2601.42,Employed,0.31,632,17696.72,15.22,36,615.37,4,32983.77,25339.52,0,0,1,1.7640014646782003,9.21890493415398,1,0
12737,0,Master's,1079.62,Employed,0.11,671,500.0,12.51,36,16.73,5,21032.37,8830.06,2,0,3,25.91088,5.037982880673933,2,0
12738,0,High School,4208.88,Unemployed,0.09,695,18437.73,14.16,60,430.54,7,38065.35,26639.25,0,0,0,2.739304675792519,8.397952468583634,1,4
12740,1,Bachelor's,4323.3,Self-employed,0.29,656,21289.4,10.64,36,693.36,4,73092.9,6140.93,2,0,2,2.436874688812273,1.008184926306112,0,2
12741,1,Bachelor's,6562.76,Employed,0.3,721,15309.62,15.56,60,368.73,2,88190.9,68169.98,2,0,2,5.14402839521817,9.275784236242062,0,0
12742,0,High School,2031.91,Unemployed,0.07,473,19446.32,15.82,60,471.04,4,35170.99,26371.72,1,0,1,1.2538577993162718,8.997774586384974,1,4
12743,0,Bachelor's,2433.21,Unemployed,0.23,685,11093.96,13.93,36,378.79,11,27552.52,22635.94,4,0,4,2.6319294462932987,9.85867281831208,0,4
12744,0,Master's,1471.62,Unemployed,0.12,583,14319.22,18.06,60,364.08,8,28748.39,19806.21,0,0,0,1.233268292546661,8.267402800643792,2,4
12745,0,Bachelor's,4292.98,Employed,0.15,589,9869.49,14.63,60,232.88,3,78954.5,7325.92,1,0,2,5.219698282282063,1.1134392593202416,0,0
12746,1,High School,5621.88,Employed,0.21,726,12874.91,6.98,36,397.42,5,69502.18,21143.37,1,0,2,5.239847113494386,3.650539306824621,1,0
12747,1,High School,2068.66,Employed,0.11,702,1939.72,10.7,60,41.88,8,22276.78,20433.59,3,0,3,12.797682139690263,11.00711503188522,1,0
12748,1,Bachelor's,3416.68,Self-employed,0.24,680,8012.47,11.72,60,177.1,3,53346.95,46475.31,3,0,6,5.117043807964335,10.45427564274996,0,2
12749,1,High School,1232.62,Self-employed,0.13,713,13486.8,11.75,36,446.35,5,18857.26,2139.62,3,0,4,1.0967345849274845,1.3615679054114966,1,2
12750,1,High School,2723.57,Employed,0.17,695,18058.71,13.77,36,615.19,5,45793.91,9571.25,1,0,1,1.8098103352897303,2.5080845902872237,1,0
12751,1,Bachelor's,1814.28,Retired,0.1,632,21897.83,15.52,36,764.68,6,18362.7,16157.48,0,0,1,0.9942245418838305,10.55889166625823,0,1
12752,1,High School,3263.1,Employed,0.07,639,20201.63,12.21,36,673.01,9,43001.27,6510.74,2,0,2,1.9383188386283678,1.8168970358317327,1,0
12753,0,High School,4309.87,Employed,0.39,725,13695.36,9.21,36,436.85,7,82109.12,66169.19,2,0,2,3.776347609701388,9.670427353258688,1,0
12754,1,Bachelor's,1704.29,Self-employed,0.41,635,11251.04,12.28,36,375.2,6,24975.59,5590.13,2,0,2,1.817741293249335,2.685884898014421,0,2
12755,1,High School,1342.6,Employed,0.03,738,11277.07,12.87,60,255.84,7,17548.8,12765.95,2,0,2,1.4286689716389096,8.729451586433262,1,0
12756,1,High School,2861.56,Employed,0.26,670,11205.57,14.41,60,263.12,3,33843.58,8069.95,4,0,4,3.0644331345928855,2.861381685980029,1,0
12757,0,Bachelor's,2905.05,Employed,0.36,751,13625.04,11.94,60,302.67,4,29757.37,25143.11,1,0,1,2.558568635394832,10.139246848763854,0,0
12758,1,High School,2806.68,Employed,0.12,820,10465.82,9.19,36,333.74,7,51241.02,24616.05,0,0,0,3.2181099999808898,5.764768148643411,1,0
12759,1,High School,1412.45,Employed,0.31,805,16203.55,7.9,36,507.01,5,23437.48,8381.56,1,0,3,1.0460300366277762,4.291362381962566,1,0
12760,1,Bachelor's,1423.98,Employed,0.26,616,7405.14,10.74,36,241.52,8,28103.12,8704.71,2,0,2,2.3075539422617264,3.7169011839254855,0,0
12761,1,Bachelor's,3489.06,Self-employed,0.31,713,6038.71,6.35,60,117.73,4,31924.04,16070.57,3,0,3,6.933388091165166,6.040803106373755,0,2
12762,1,High School,1014.74,Employed,0.2,565,500.0,15.33,60,11.98,2,17006.44,5016.95,5,0,5,24.35376,3.5400354218754777,1,0
12763,1,Bachelor's,1445.43,Self-employed,0.13,729,17014.6,11.0,60,369.94,6,15176.12,6207.72,0,0,0,1.0194280206410966,4.908543158593896,0,2
12765,1,Other,2154.06,Employed,0.08,601,10631.69,14.34,36,365.12,2,20297.29,5842.53,1,0,1,2.4312898513782852,3.454173438917215,3,0
12766,0,Bachelor's,1255.38,Unemployed,0.05,677,22722.84,10.85,36,742.3,5,24507.38,2048.99,2,0,2,0.6629699456582012,1.0032847248461483,0,4
12767,1,High School,1382.38,Employed,0.16,624,10991.16,12.84,36,369.49,7,21083.98,10383.72,1,0,1,1.5092638083696355,5.9099202332766385,1,0
12768,1,Bachelor's,6194.57,Employed,0.19,533,500.0,15.14,60,11.93,9,116126.92,79177.21,2,0,2,148.66968,8.181793851072603,0,0
12769,0,High School,1956.38,Student,0.2,611,9136.77,11.08,36,299.47,7,27491.06,11326.25,1,0,1,2.5694594479230624,4.943970876350348,1,3
12770,1,Bachelor's,2672.62,Self-employed,0.1,770,500.0,10.86,36,16.34,2,23525.87,16244.57,1,0,1,64.14287999999999,8.285977946830448,0,2
12771,1,PhD,2253.97,Employed,0.06,673,5183.26,6.78,36,159.52,5,31977.85,14638.01,4,0,4,5.218268039805064,5.493055974682475,4,0
12772,0,Bachelor's,1227.89,Employed,0.35,631,500.0,17.98,36,18.07,4,13694.73,9410.82,1,0,1,29.46936,8.246226103033795,0,0
12773,0,Bachelor's,1181.5,Employed,0.29,668,38483.69,17.77,60,972.42,6,22346.23,14105.48,2,0,2,0.3684158145957417,7.57468977988681,0,0
12774,1,High School,3860.87,Employed,0.16,651,20713.65,15.68,36,724.96,3,55775.02,6556.73,1,0,2,2.2367105749107474,1.4106809822748607,1,0
