loan_paid_back,education_level,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
1,Bachelor's,1831.46,Employed,0.14,756,21077.15,7.24,36,653.12,3,24499.47,4653.70,0,0,0
1,Other,1802.44,Employed,0.17,689,16891.50,13.21,60,386.15,0,31953.46,5373.01,1,0,3
1,Master's,3170.98,Employed,0.11,767,8376.82,10.87,36,273.73,4,35414.98,3423.25,0,0,2
0,"High School",5375.75,Unemployed,0.34,640,23949.76,14.64,36,826.01,7,89888.79,24591.86,1,0,1
1,Bachelor's,2534.33,Employed,0.25,630,21060.45,11.97,60,468.16,8,47674.36,18008.79,2,0,2
1,Master's,1921.81,Employed,0.09,647,24749.99,13.24,36,836.79,3,32390.17,3265.77,3,0,3
1,"High School",1937.71,Employed,0.32,641,27535.27,10.20,36,891.07,1,29040.07,16425.88,3,0,3
1,"High School",7999.96,Self-employed,0.21,702,14378.94,9.85,36,462.96,3,92110.97,61283.89,2,0,2
1,Master's,2942.61,Employed,0.19,709,2585.13,9.20,36,82.45,4,34251.38,24221.83,1,0,2
1,"High School",585.85,Self-employed,0.42,714,500.00,14.62,36,17.24,4,12983.24,7347.79,3,0,3
1,Bachelor's,2391.31,Self-employed,0.17,556,17319.19,18.12,60,440.92,7,43183.26,15848.53,1,0,1
1,Bachelor's,1280.00,Self-employed,0.11,687,26787.81,11.11,36,878.39,2,12049.97,11201.89,1,0,2
1,Master's,2089.48,Self-employed,0.15,698,10910.21,10.36,36,353.89,6,23064.93,6490.89,2,0,2
0,Master's,1493.13,Employed,0.15,603,27566.86,15.13,36,957.37,2,15080.30,13007.65,5,0,5
1,Other,9501.53,Employed,0.07,752,500.00,12.36,36,16.69,3,86866.67,67854.14,3,0,3
1,"High School",3663.84,Employed,0.09,705,2610.47,10.33,36,84.64,2,59727.87,32078.81,2,0,2
1,Bachelor's,5739.92,Self-employed,0.24,602,500.00,14.47,36,17.20,5,93560.58,84982.94,2,0,3
1,Bachelor's,9416.05,Employed,0.20,719,8171.63,12.25,36,272.39,5,129815.29,93604.94,1,0,1
0,PhD,3605.48,Employed,0.10,653,13952.91,15.06,36,484.09,3,35955.21,33513.52,4,0,4
1,"High School",13987.17,Self-employed,0.40,654,9280.58,13.00,36,312.70,5,226792.62,173518.41,6,0,6
1,"High School",1207.36,Employed,0.08,607,12039.07,10.23,36,389.77,5,12870.12,1604.97,2,0,4
1,"High School",7052.62,Employed,0.22,651,18274.05,14.73,36,631.06,3,46143.87,35141.26,5,0,5
1,Bachelor's,3407.01,Employed,0.37,760,24360.64,12.24,36,811.92,9,31677.58,19476.89,3,0,3
1,Bachelor's,5103.93,Employed,0.06,701,11523.73,13.64,60,265.99,2,56770.19,32731.53,2,0,2
1,Bachelor's,2777.32,Employed,0.26,618,29295.07,15.35,36,1020.55,4,49471.63,6367.18,1,0,2
1,"High School",4482.43,Employed,0.11,723,6369.74,10.32,60,136.34,9,52621.87,19114.35,0,0,0
0,Master's,3904.89,Employed,0.17,621,10281.92,12.44,36,343.67,3,64421.56,38806.79,2,0,3
1,Bachelor's,2856.28,Employed,0.10,648,26050.30,10.61,36,848.05,2,25194.79,20621.80,1,0,3
1,Bachelor's,3298.96,Employed,0.03,601,500.00,14.47,60,11.76,4,43845.26,23636.13,2,0,3
1,Bachelor's,8686.71,Employed,0.36,585,17823.10,13.16,60,406.99,3,123718.56,25647.14,2,0,2
1,Master's,1954.48,Retired,0.12,735,2752.01,10.67,36,89.67,8,37418.30,2320.04,3,0,5
0,"High School",7632.18,Student,0.18,674,6700.59,9.32,36,214.08,3,68930.38,22855.80,1,0,3
0,Other,1931.87,Unemployed,0.14,641,3660.14,11.32,36,120.38,4,18316.44,1625.81,6,0,6
1,"High School",4514.65,Unemployed,0.06,728,5659.51,8.80,36,179.44,4,51469.44,48059.06,3,0,3
1,PhD,2928.74,Employed,0.29,633,8949.39,14.61,36,308.53,5,48503.33,37387.10,4,0,4
1,Master's,4413.78,Employed,0.15,786,11736.08,8.74,36,371.79,6,58691.76,12635.79,0,0,1
1,Bachelor's,3631.66,Employed,0.18,623,13082.66,16.35,36,462.21,6,53388.65,22741.01,1,0,2
1,"High School",4137.35,Employed,0.35,608,16743.60,15.74,60,404.86,5,74870.25,53948.44,2,0,2
1,PhD,4434.42,Employed,0.20,644,9783.00,12.08,60,218.01,6,59451.28,30687.32,2,0,2
1,"High School",3397.39,Employed,0.04,603,18299.72,11.08,36,599.80,0,46390.09,20476.10,2,0,3
1,Master's,6406.10,Retired,0.18,715,19055.55,10.92,60,413.55,6,82773.04,38117.51,0,1,0
1,PhD,4143.04,Retired,0.21,660,17968.21,11.26,60,393.01,4,51059.61,40011.50,2,0,2
1,"High School",8665.12,Self-employed,0.30,639,15587.10,14.22,36,534.40,5,86138.56,34563.97,1,0,2
1,PhD,2649.06,Employed,0.31,634,16731.78,12.55,36,560.14,3,41787.85,17443.60,1,0,1
1,Bachelor's,1947.88,Employed,0.23,535,10750.77,14.85,60,254.91,5,23565.51,19740.42,4,0,4
1,Bachelor's,3989.01,Employed,0.28,570,12420.21,15.66,36,434.58,1,57665.85,16832.29,3,0,5
1,PhD,1283.28,Student,0.15,757,24200.94,12.31,36,807.41,2,18233.88,7760.61,1,0,1
0,Bachelor's,5822.61,Unemployed,0.22,725,14310.77,10.69,36,466.42,9,85955.81,79190.69,1,0,1
0,Bachelor's,2450.48,Employed,0.13,737,11312.37,11.52,60,248.90,5,42712.40,24807.70,1,0,2
1,Bachelor's,5251.82,Unemployed,0.11,789,6021.56,12.60,36,201.73,6,79300.69,40917.61,1,0,1
1,Bachelor's,3766.68,Self-employed,0.13,768,22528.82,10.04,36,727.36,2,30043.41,7155.25,2,0,2
1,"High School",2951.59,Employed,0.38,729,21589.98,12.06,36,717.72,3,49160.38,4245.53,3,0,3
1,"High School",3679.02,Employed,0.18,613,19894.28,14.58,60,468.91,7,71119.74,50224.32,1,0,2
1,"High School",1282.67,Employed,0.15,809,5690.71,7.62,36,177.33,10,20060.05,5252.20,0,0,0
1,"High School",2368.17,Employed,0.21,606,18217.13,11.04,60,396.45,3,32533.06,26768.62,1,0,2
1,Master's,4899.11,Employed,0.17,689,12804.81,5.81,36,388.45,1,49661.66,47106.53,2,0,2
1,"High School",1364.00,Employed,0.13,602,19297.65,15.50,60,464.17,2,16710.58,10128.09,1,0,1
1,Bachelor's,4310.24,Unemployed,0.03,700,23922.52,10.39,36,776.30,6,55549.60,7350.72,0,0,1
1,Bachelor's,5082.42,Employed,0.12,727,500.00,9.87,36,16.10,2,43459.94,13803.55,1,0,2
1,Other,2055.00,Employed,0.48,640,13343.40,17.41,60,334.57,4,35605.89,29674.68,4,0,4
1,Bachelor's,6719.21,Employed,0.18,541,23493.83,18.23,36,852.07,4,95645.97,38698.67,5,0,5
1,Master's,4926.46,Employed,0.23,666,41972.76,16.38,60,1029.19,9,77487.32,38750.52,4,0,4
1,Bachelor's,6929.16,Employed,0.11,806,9937.67,6.27,36,303.54,6,75621.03,71441.06,1,0,1
1,"High School",3773.10,Employed,0.27,814,5418.51,10.46,36,176.01,5,45653.37,11244.46,3,1,3
1,"High School",2363.43,Employed,0.19,700,500.00,12.66,60,11.29,6,36423.00,31265.81,3,0,3
1,Bachelor's,6105.16,Employed,0.11,674,32727.42,11.59,36,1080.62,6,74257.94,13937.70,2,0,4
1,"High School",3048.49,Employed,0.22,823,16587.08,9.48,36,531.18,9,40295.30,4935.31,1,1,1
1,Bachelor's,5317.39,Self-employed,0.25,757,3195.90,8.24,36,100.50,4,92965.45,27689.09,1,0,2
0,Bachelor's,2308.97,Employed,0.25,751,22043.38,9.24,36,703.44,4,44655.42,30264.32,2,0,2
0,Master's,2183.15,Employed,0.33,743,4268.67,10.81,36,139.37,8,35213.04,16014.44,2,0,3
1,"High School",1938.48,Employed,0.12,722,19909.73,9.88,60,421.85,6,18089.28,4851.63,2,0,3
1,Bachelor's,7074.28,Self-employed,0.09,581,10123.19,10.90,60,219.60,9,65313.57,19003.07,2,0,2
1,"High School",4478.71,Employed,0.17,649,16878.23,14.44,36,580.47,4,62159.28,49679.74,2,0,3
1,Master's,1244.23,Employed,0.10,717,21036.42,9.86,36,677.40,8,22924.34,1498.25,4,0,4
1,Bachelor's,2512.76,Self-employed,0.34,681,19681.66,15.73,60,475.80,7,43821.08,13499.96,5,0,5
0,Bachelor's,3461.35,Self-employed,0.31,664,500.00,12.54,36,16.74,3,42377.99,4499.52,1,0,2
1,PhD,7508.12,Employed,0.29,584,23877.65,18.39,36,867.91,8,55017.00,18356.35,2,0,2
1,Bachelor's,2552.46,Employed,0.23,657,6865.70,9.19,36,218.94,5,33893.33,21712.28,2,0,2
1,"High School",5711.12,Employed,0.21,667,4696.29,13.64,36,159.69,5,53309.65,20102.22,2,0,3
1,PhD,8376.18,Employed,0.25,608,5430.83,17.96,36,196.23,3,112512.75,79758.96,2,0,3
1,Bachelor's,1438.91,Employed,0.25,737,500.00,11.56,60,11.01,5,27643.23,1592.13,1,0,2
1,Master's,3146.07,Employed,0.11,727,36059.72,12.35,36,1203.74,1,53524.96,27546.45,1,0,1
0,Bachelor's,2052.78,Unemployed,0.03,644,10649.04,13.91,60,247.29,5,23460.82,12253.54,0,0,0
1,"High School",7262.72,Employed,0.06,727,1800.51,14.56,36,62.03,4,47745.41,8861.01,1,0,1
1,Bachelor's,4269.52,Employed,0.13,777,24632.87,7.67,36,768.16,3,57813.37,8908.11,3,1,5
0,"High School",2331.26,Unemployed,0.33,693,5108.26,11.01,60,111.09,4,42753.26,27861.86,1,0,3
0,Master's,1687.42,Self-employed,0.33,731,12486.08,8.80,36,395.89,5,27250.64,4567.11,5,0,5
0,Bachelor's,2082.51,Employed,0.17,664,21560.90,12.25,36,718.71,8,41686.17,2587.01,1,0,1
1,"High School",1716.98,Employed,0.02,706,11560.09,12.39,36,386.12,4,20554.24,9341.70,2,0,2
1,Bachelor's,2167.00,Employed,0.17,674,18975.85,13.34,60,435.07,5,39867.01,30749.46,2,0,3
0,Master's,2084.45,Self-employed,0.15,604,12120.27,17.78,36,436.84,8,22393.10,17744.77,1,0,1
1,Master's,4189.13,Employed,0.27,592,9597.63,12.03,60,213.64,5,76101.15,11385.85,4,0,4
0,Bachelor's,1883.56,Unemployed,0.23,739,15380.81,11.14,60,335.49,2,29584.69,2777.36,2,0,2
1,"High School",4103.12,Self-employed,0.16,743,10334.67,8.82,60,213.63,4,34796.91,29390.40,1,0,2
1,Bachelor's,2017.00,Employed,0.11,729,19510.24,11.18,36,640.40,6,36208.50,16604.60,2,0,2
0,Master's,1495.11,Employed,0.30,747,10431.95,9.24,36,332.90,5,30273.04,17429.29,3,0,3
1,Bachelor's,2607.37,Employed,0.05,756,4147.74,9.41,36,132.69,4,27568.54,16045.84,2,0,4
0,Bachelor's,2076.77,Unemployed,0.19,690,25839.37,13.19,36,873.00,3,23782.37,5186.81,1,0,1
1,Bachelor's,1516.96,Employed,0.08,734,19421.09,11.02,60,422.46,6,17286.65,13531.30,0,0,1
1,PhD,2094.74,Employed,0.25,546,5735.21,14.06,36,196.18,6,27258.25,6186.84,5,0,6
0,Bachelor's,7822.93,Employed,0.35,583,3417.47,14.13,60,79.75,7,89891.60,26162.76,3,0,3
1,"High School",2365.00,Employed,0.04,706,18217.52,14.67,36,628.58,8,33811.94,9997.32,3,0,3
1,"High School",3605.30,Employed,0.15,746,15990.14,9.68,36,513.56,9,44657.81,5486.79,0,0,0
0,"High School",2011.15,Employed,0.39,601,21097.09,14.98,60,501.68,5,40193.07,11001.07,2,0,2
0,Other,4840.69,Employed,0.32,646,500.00,16.00,36,17.58,4,62078.66,3681.21,8,0,8
1,Master's,1374.95,Employed,0.30,745,12965.81,9.95,36,418.07,5,24687.24,19889.67,4,0,6
1,Master's,6025.22,Employed,0.20,536,30399.91,16.37,36,1074.33,5,92828.50,7879.15,4,0,4
1,Bachelor's,5240.25,Employed,0.25,676,638.87,13.29,60,14.63,1,59658.03,25093.33,1,0,1
1,Bachelor's,2819.91,Employed,0.18,785,2814.33,11.31,36,92.55,3,46620.82,21547.89,1,0,2
1,"High School",7969.90,Self-employed,0.31,644,22852.61,13.03,60,520.32,3,122829.70,23737.04,4,0,4
1,Bachelor's,4895.82,Employed,0.13,624,26795.06,12.60,36,897.68,10,73391.53,43781.23,6,0,9
1,Master's,12394.75,Employed,0.08,728,14787.65,10.63,36,481.54,4,139747.85,95182.10,2,0,2
1,"High School",4814.88,Employed,0.22,740,20131.60,10.14,36,650.91,2,50248.09,30532.74,2,1,3
1,"High School",1569.42,Employed,0.13,850,8865.52,8.34,36,279.21,7,25296.56,3450.38,1,0,3
1,"High School",2059.92,Employed,0.09,674,17669.98,13.07,36,595.97,5,32321.03,22751.27,3,0,4
1,"High School",5254.32,Employed,0.12,675,21970.57,13.10,60,501.02,5,58921.81,16455.31,2,0,2
1,Master's,1238.63,Employed,0.21,531,4866.85,16.39,36,172.04,7,19902.85,7927.12,1,0,2
0,Bachelor's,2912.79,Employed,0.18,670,1106.78,15.73,36,38.76,8,51779.71,45805.79,4,0,4
0,Bachelor's,502.19,Student,0.28,591,9734.18,11.71,60,215.11,7,11102.63,5274.94,1,0,1
1,Master's,5320.37,Employed,0.16,706,21036.36,8.06,36,659.79,9,83834.11,74026.33,3,0,3
0,Master's,2832.73,Employed,0.55,763,21855.63,10.86,36,714.08,8,36608.87,17095.14,0,0,0
1,Master's,2338.44,Employed,0.20,590,1383.04,11.85,36,45.84,10,44008.21,9284.37,5,0,7
1,Bachelor's,2884.13,Self-employed,0.13,682,30513.27,14.75,36,1054.02,9,34696.01,12674.90,1,0,2
0,"High School",1976.28,Unemployed,0.28,639,22940.66,14.17,36,785.95,7,35412.03,30364.39,3,0,4
0,"High School",1568.07,Employed,0.21,584,15330.81,14.45,36,527.33,6,23348.92,8865.05,3,0,5
1,Bachelor's,3111.62,Self-employed,0.05,693,4294.60,11.82,36,142.27,4,59639.14,8881.98,1,0,1
1,"High School",2361.44,Self-employed,0.16,645,20641.03,9.11,36,657.44,3,42707.45,7271.08,4,0,4
1,PhD,1671.01,Self-employed,0.11,724,5866.42,10.94,36,191.89,6,35108.33,26740.83,4,0,5
1,Bachelor's,9481.18,Employed,0.33,683,9557.68,12.78,36,321.02,3,126518.27,28892.87,2,0,2
0,Master's,2855.22,Unemployed,0.08,694,11686.13,10.94,60,253.74,4,49191.54,14081.48,8,0,9
1,Master's,2342.89,Employed,0.24,677,13573.91,8.47,60,278.29,3,32073.88,7902.36,3,0,3
1,Master's,2956.58,Employed,0.10,703,20467.77,13.83,36,697.85,6,58813.36,24067.11,3,0,5
1,PhD,2861.41,Employed,0.39,811,12488.96,13.76,36,425.39,4,27646.65,13038.20,4,0,4
1,"High School",2670.46,Self-employed,0.22,753,18598.32,7.41,60,371.88,5,33784.76,18672.23,0,0,3
1,Master's,1288.30,Employed,0.21,607,500.00,13.06,60,11.39,2,10758.65,5807.17,1,0,1
1,"High School",6705.64,Employed,0.33,822,26596.92,8.85,36,843.92,3,94078.49,19847.15,2,0,3
1,Other,1849.77,Employed,0.13,663,26743.67,15.41,60,642.00,6,23367.43,14419.77,2,0,3
1,Master's,7833.96,Employed,0.11,650,19045.85,11.63,36,629.23,5,139708.90,127173.71,3,0,3
1,"High School",1496.29,Self-employed,0.23,700,18816.48,12.74,36,631.65,6,25970.48,6125.56,4,0,4
1,Other,5259.94,Self-employed,0.17,607,13798.29,13.50,60,317.50,4,41472.65,19621.12,4,2,5
1,"High School",5638.96,Employed,0.12,708,17834.54,9.71,36,573.05,3,57264.10,33567.32,3,0,4
0,Bachelor's,3167.42,Employed,0.21,727,8955.61,14.43,36,307.96,8,55101.81,51773.98,4,0,5
1,Bachelor's,1039.30,Employed,0.17,661,13430.16,12.34,36,448.26,3,9469.97,3758.61,2,0,2
1,PhD,3230.88,Self-employed,0.15,694,16337.06,13.72,36,556.14,5,46852.45,20052.70,3,0,4
1,Other,6640.72,Employed,0.01,669,500.00,12.38,60,11.22,6,106736.37,9594.76,0,0,1
1,Bachelor's,1325.24,Employed,0.35,467,28016.37,19.26,60,730.77,10,26137.46,8781.02,0,0,3
0,Bachelor's,2404.68,Student,0.08,653,17026.73,12.00,60,378.75,5,28433.30,13736.42,3,1,3
1,"High School",1734.22,Employed,0.12,631,21006.58,19.38,36,774.06,4,30063.85,18161.27,4,0,4
0,Bachelor's,4167.82,Unemployed,0.19,667,14532.91,11.36,36,478.27,2,73671.36,15930.16,3,0,3
1,"High School",8085.17,Retired,0.34,588,20219.28,13.48,60,465.03,4,78979.26,18109.50,2,0,3
1,Bachelor's,3016.74,Employed,0.10,579,2049.54,13.87,36,69.92,6,29778.99,20983.82,0,0,1
0,Bachelor's,1950.22,Self-employed,0.12,619,25702.22,12.78,36,863.29,5,19998.44,1980.63,4,0,4
1,Master's,9400.23,Employed,0.10,713,500.00,10.75,36,16.31,4,135722.64,15250.89,1,0,1
1,"High School",3469.54,Employed,0.25,674,8957.86,13.89,60,207.92,3,55212.25,29226.08,4,0,4
1,Bachelor's,2971.78,Employed,0.19,607,23276.59,14.38,36,799.84,3,42369.72,17931.30,1,0,1
1,"High School",2672.70,Employed,0.15,584,29712.65,13.28,36,1005.15,7,41077.84,37959.66,5,0,6
1,Bachelor's,1554.99,Employed,0.06,751,30439.84,11.57,36,1004.80,2,20752.00,8533.91,3,0,3
1,Bachelor's,4581.66,Employed,0.09,657,23800.94,12.26,36,793.49,7,64980.19,29501.13,1,0,1
1,Bachelor's,5209.95,Employed,0.07,744,18335.41,9.90,60,388.67,5,71961.66,61525.32,1,0,1
1,Bachelor's,2581.09,Employed,0.10,720,36746.94,9.80,60,777.15,4,27606.94,7855.35,0,0,1
0,Master's,4602.90,Unemployed,0.33,711,17832.30,10.93,60,387.10,6,66855.73,12029.01,0,0,2
0,Bachelor's,851.26,Unemployed,0.03,568,9265.97,17.28,36,331.65,4,13221.50,12273.41,4,0,4
1,"High School",2581.41,Employed,0.05,714,9826.44,10.37,36,318.78,8,52912.95,10435.20,2,0,3
0,Bachelor's,2085.73,Employed,0.13,611,8542.25,8.85,60,176.70,4,28975.04,25361.94,2,0,2
0,Bachelor's,3393.98,Employed,0.36,634,15652.42,11.74,36,517.94,5,61688.96,49849.78,3,0,3
1,"High School",1552.43,Employed,0.11,496,20309.04,20.55,60,544.30,9,24954.74,2080.60,1,0,3
1,"High School",1094.82,Self-employed,0.14,581,6085.15,11.38,36,200.32,5,16407.34,9772.97,5,0,5
1,"High School",2543.81,Self-employed,0.19,644,4740.44,11.69,36,156.75,8,39647.30,24148.47,0,0,3
1,"High School",2884.78,Employed,0.21,744,13044.72,12.43,36,435.96,3,47767.73,5813.05,1,0,2
1,"High School",6229.52,Employed,0.14,743,17026.01,11.10,36,558.22,8,90178.30,42157.56,1,0,1
1,"High School",4167.17,Employed,0.16,668,13114.39,12.80,36,440.61,2,58252.74,45033.19,2,0,2
0,"High School",4627.72,Employed,0.13,617,8854.78,9.94,60,187.88,5,56716.42,43545.07,2,0,2
1,PhD,954.48,Self-employed,0.08,666,12040.22,9.12,36,383.55,6,14193.14,6412.55,3,0,3
0,Bachelor's,5812.05,Self-employed,0.11,610,16211.13,8.45,60,332.21,6,52176.98,26156.12,2,0,3
1,Bachelor's,5435.59,Retired,0.10,690,6048.84,11.40,36,199.18,7,96391.78,62961.23,3,0,4
0,"High School",4050.38,Unemployed,0.31,693,20829.85,14.98,60,495.32,3,49679.41,28257.30,2,0,3
1,Other,613.98,Employed,0.02,805,23440.66,8.31,36,737.90,6,11994.41,3415.54,3,0,4
1,Bachelor's,3219.69,Employed,0.27,749,8816.45,9.66,36,283.08,8,45339.11,33950.27,1,0,1
1,Bachelor's,2118.80,Self-employed,0.29,658,500.00,13.12,36,16.88,6,42117.61,31333.86,1,0,1
0,Master's,2427.83,Unemployed,0.09,679,19441.37,12.50,36,650.38,4,38029.74,9063.51,1,0,3
1,Bachelor's,1907.78,Employed,0.03,816,7822.08,11.70,60,172.81,3,22501.22,2923.99,2,0,3
0,Other,3743.70,Student,0.21,723,26982.68,13.64,36,917.49,7,33820.10,14875.64,1,2,3
1,"High School",1476.07,Employed,0.33,757,23194.61,10.23,36,750.93,8,20499.93,9259.63,3,0,3
1,Bachelor's,3220.86,Employed,0.15,660,500.00,11.67,60,11.04,9,40684.33,35842.72,2,0,3
1,"High School",6587.69,Employed,0.14,697,13905.57,9.36,36,444.53,2,74293.27,30080.40,0,0,0
1,Master's,2197.17,Employed,0.17,749,16714.95,12.38,36,558.21,3,31234.46,7915.49,1,0,1
1,"High School",2367.89,Employed,0.38,686,8975.29,13.39,36,304.10,3,42703.08,35265.57,6,0,6
1,Bachelor's,1420.82,Employed,0.20,721,22403.35,15.39,36,780.91,5,28124.70,20863.02,2,0,2
0,"High School",4913.31,Unemployed,0.24,654,500.00,13.04,36,16.86,2,61193.76,13621.49,1,0,1
1,Bachelor's,1722.91,Employed,0.38,772,9903.25,10.05,36,319.78,7,26034.39,1303.24,2,0,3
0,"High School",2023.53,Unemployed,0.05,551,13573.43,15.93,36,476.73,8,28863.23,8948.97,2,0,2
0,PhD,4739.22,Unemployed,0.41,736,32701.33,14.10,36,1119.24,7,65068.27,43597.34,3,0,3
0,"High School",3921.16,Employed,0.26,644,14607.43,16.99,60,362.95,2,40089.18,18538.35,4,0,5
1,Bachelor's,1115.80,Employed,0.21,632,7241.29,14.46,36,249.11,5,22896.80,7458.39,4,0,4
0,Bachelor's,4184.88,Unemployed,0.05,557,24090.59,14.72,36,831.81,6,48681.63,2700.71,3,0,3
0,PhD,2585.88,Unemployed,0.05,605,2189.27,9.15,60,45.61,9,45536.43,14774.55,1,0,1
1,Master's,2838.92,Employed,0.18,782,6718.88,7.74,36,209.74,5,44282.04,19280.94,2,0,2
1,Other,7253.60,Employed,0.26,626,19396.66,13.29,60,444.22,3,132634.95,120837.00,3,0,5
1,"High School",5054.25,Employed,0.12,772,18821.61,10.63,60,405.76,3,60311.51,32123.95,2,0,2
1,"High School",6281.19,Retired,0.33,701,5408.71,9.08,36,172.20,8,62055.44,40044.31,1,0,1
0,Bachelor's,1699.00,Employed,0.24,536,25523.19,13.95,36,871.70,5,18544.91,13392.39,2,0,2
1,Bachelor's,7328.19,Employed,0.08,652,15257.52,6.99,60,302.05,7,123275.65,26344.60,2,0,2
0,Bachelor's,1883.54,Unemployed,0.22,680,33933.48,12.92,60,770.70,7,28123.16,12791.53,1,0,1
1,Master's,1965.07,Self-employed,0.29,698,19198.42,9.96,36,619.12,1,26057.83,6567.15,1,0,1
1,"High School",2856.82,Employed,0.09,736,15786.35,13.32,36,534.34,2,52952.55,42635.74,2,1,2
0,"High School",4193.93,Unemployed,0.28,734,28818.21,12.57,60,649.38,0,54396.08,41357.26,2,0,2
0,Master's,6425.82,Employed,0.20,527,14435.38,15.29,36,502.46,5,92699.96,62390.08,2,0,3
1,PhD,2938.33,Unemployed,0.14,771,12686.32,10.35,36,411.44,13,47851.12,11850.12,1,0,3
1,Master's,8640.61,Employed,0.15,780,4373.06,8.70,60,90.14,4,70355.79,52110.36,3,0,4
1,"High School",10456.02,Employed,0.21,723,17845.60,7.89,36,558.31,5,88425.11,66557.30,5,0,5
0,Other,1493.94,Unemployed,0.38,743,25296.11,14.96,36,876.40,7,25538.06,22351.40,2,1,2
1,Bachelor's,6807.64,Unemployed,0.07,772,500.00,7.26,36,15.50,6,98124.33,59820.83,0,0,1
1,Master's,3265.16,Employed,0.16,652,12772.74,10.65,36,416.05,7,37727.59,13656.39,1,0,1
1,"High School",5579.41,Employed,0.11,717,6054.88,9.31,60,126.60,5,95108.36,72539.40,1,0,1
0,Bachelor's,1593.72,Student,0.32,700,22579.11,13.91,36,770.71,2,18331.79,6963.38,3,0,3
1,Bachelor's,6349.33,Employed,0.05,710,23461.18,12.46,36,784.41,8,74493.50,61387.56,1,0,1
1,Other,2186.30,Student,0.11,686,19042.80,11.59,60,419.66,4,37379.50,35289.65,1,0,1
1,Bachelor's,5885.14,Employed,0.01,674,500.00,11.30,60,10.95,4,95868.90,35492.51,4,0,4
1,Master's,2946.89,Employed,0.18,748,2280.72,10.42,36,74.04,5,45401.58,36804.85,2,0,4
1,Bachelor's,2802.98,Employed,0.09,657,6234.14,12.00,36,207.06,3,33200.27,6269.06,2,1,3
1,"High School",3024.66,Employed,0.02,644,5646.04,16.70,60,139.41,9,36021.03,11462.05,3,0,4
1,Bachelor's,4740.72,Employed,0.15,704,9350.36,12.89,36,314.56,2,62837.01,57755.64,0,0,1
0,Bachelor's,3024.32,Employed,0.32,641,18993.67,14.98,36,658.24,3,54619.09,21656.86,5,0,5
0,Master's,4344.72,Employed,0.23,749,17307.52,13.57,36,587.92,3,64309.51,31691.15,0,1,1
1,Bachelor's,3039.28,Employed,0.14,528,5679.01,17.08,36,202.70,5,55570.87,35985.14,1,0,3
0,Master's,1461.53,Student,0.33,803,9691.88,10.62,60,208.89,2,18174.35,1599.31,0,0,0
1,Bachelor's,3674.19,Employed,0.22,558,20720.81,15.22,60,495.34,3,55507.69,8502.45,2,0,2
1,"High School",3887.01,Student,0.21,779,12914.41,8.85,60,267.14,2,28347.91,22585.63,2,0,2
0,Master's,1293.75,Employed,0.05,616,12982.31,16.80,60,321.25,4,21963.47,14777.26,0,0,0
1,PhD,2490.25,Employed,0.19,733,22285.85,13.73,36,758.76,7,40812.05,11176.87,1,0,1
1,Bachelor's,4634.41,Employed,0.08,651,4499.20,11.73,60,99.47,6,62010.90,11215.48,3,0,4
1,Bachelor's,3278.90,Employed,0.35,733,26007.63,14.40,36,893.94,2,46191.87,41421.92,1,0,1
1,Bachelor's,3881.69,Employed,0.01,595,17902.50,15.56,36,625.52,1,53131.73,38624.51,4,0,4
1,"High School",2367.55,Employed,0.12,693,18232.57,13.54,36,619.08,5,34412.09,27732.04,1,0,2
1,Bachelor's,2032.38,Employed,0.07,623,3563.34,15.30,36,124.05,6,23562.16,7554.13,1,0,1
1,Bachelor's,3684.77,Employed,0.13,507,21018.87,17.50,36,754.62,4,51517.81,9970.20,6,0,6
1,"High School",500.00,Employed,0.13,705,18327.53,9.42,36,586.40,7,15131.81,2853.39,3,0,4
1,Bachelor's,4069.31,Employed,0.19,655,8834.59,18.33,36,320.86,3,35512.33,11710.62,3,0,3
0,"High School",5627.37,Unemployed,0.05,634,10891.50,16.47,36,385.44,7,48568.95,28465.27,3,0,3
1,Bachelor's,4648.81,Employed,0.19,579,7250.47,9.89,60,153.66,3,73246.89,30816.13,1,0,1
1,"High School",3041.79,Employed,0.25,668,3237.09,13.47,36,109.80,4,53709.22,7415.64,2,0,2
1,Master's,5897.84,Retired,0.32,802,3060.82,10.97,36,100.16,5,105271.79,51016.14,2,0,3
1,Bachelor's,5830.94,Employed,0.10,729,1226.71,13.48,60,28.21,5,80332.31,66732.28,3,0,5
0,Master's,1235.72,Unemployed,0.23,720,10527.45,10.49,36,342.12,3,14482.21,5600.11,3,0,3
0,Bachelor's,2396.73,Unemployed,0.28,647,15571.10,12.91,36,523.98,5,21922.48,1797.56,2,0,2
1,"High School",3212.09,Retired,0.04,791,16475.39,11.92,36,546.59,4,41282.87,30790.06,1,0,2
1,"High School",3361.76,Employed,0.05,597,22049.07,11.28,60,482.48,8,47800.27,23948.11,0,0,2
1,Master's,4182.54,Employed,0.06,576,500.00,14.96,36,17.32,4,42905.81,32420.36,1,0,3
1,Bachelor's,4127.35,Employed,0.21,772,22060.14,9.63,36,707.99,3,59196.74,22019.37,0,0,0
1,Bachelor's,3340.11,Student,0.09,631,26188.11,14.67,36,903.59,5,44302.65,2861.83,1,0,1
